Year,Make,Model,Trim,Body,Transmission,Vin,State,Condition,Odometer,Color,Interior,Seller,MMR,SellingPrice,SaleDate
2013,Nissan,Quest,SL,Minivan,NULL,jn8ae2kp5d9067114,CA,47,10106,Brown,Gray,Nissan North America Inc.,25100,25750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,Automatic,3vwfp7at0dm654617,CA,42,38180,Silver,Black,Avis Corporation,11450,11800,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,TDI,Sedan,Automatic,3vwll7aj9dm365104,CA,38,34988,Gray,Black,Sierra Auto Investment Co,16150,15500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Toyota,Tundra,Tundra,CrewMax Cab,Automatic,5tfem5f11dx062107,CA,42,102345,NULL,Gray,Wheels Exchange Llc,18850,18500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap6dn529198,CA,41,13675,Beige,Tan,Nissan-Infiniti Lt,15150,14750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,FJ Cruiser,Base,SUV,Automatic,jtebu4bf8dk163958,CA,49,36465,Brown,Black,Toyota Financial Services/Avis Budget Group-Open,26900,27000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,NULL,jn8as5mt7dw521496,CA,41,22425,White,Black,Nissan Motor Acceptance Corporation,15000,15250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Scion,tC,Base,Hatchback,Manual,jtkjf5c75d3056716,CA,NULL,19584,Gray,Black,Toyota Chula Vista Dba Scion,13800,14400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap9dc233006,CA,41,5997,NULL,Beige,Nissan-Infiniti Lt,15700,17250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap0dc844429,CA,44,29616,White,Black,Nissan Motor Acceptance Corporation,19000,22500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,Cayenne,Base,SUV,Automatic,wp1aa2a26dla06093,CA,37,15746,Gray,Black,The Hertz Corporation,49300,46500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,S,Sedan,NULL,3n1ab7ap0dl724057,CA,36,44428,White,Gray,Nissan Motor Acceptance Corporation,11000,11000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera S,Convertible,Automatic,wp0cb2a99ds155897,CA,46,16868,Black,Black,Porsche Financial Services,80000,88500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,Automatic,1vwbp7a35dc065658,CA,35,37102,Silver,Black,Avis Corporation,13500,13500,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdp7aj3dm427539,CA,33,39554,Black,Black,Avis Corporation,10850,11400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap9dn403384,CA,3,24185,Black,Black,California Republic Bank,14500,12900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Xterra,S,SUV,Automatic,5n1an0nw5dn811428,CA,4,37767,Black,Gray,Avis Rac/San Leandro,18250,18300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,Automatic,3n1cn7ap0dl867784,CA,43,26850,Blue,Black,A L Financial Corporation,10100,9500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,Automatic,jn8as5mv7dw126624,CA,39,41214,Gray,Black,Merchants Automotive Group,14250,13400,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SR,Sedan,Automatic,3n1ab7ap2dl764267,CA,37,29111,Red,Black,Santander Consumer,11900,12200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Tundra,Tundra,CrewMax Cab,Automatic,5tfem5f14dx062358,CA,45,82186,NULL,Beige,Wheels Exchange Llc,19900,20250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,Automatic,1vwbp7a34dc067174,CA,43,38611,Black,Black,Avis Rac/San Leandro,12900,13900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,S,Sedan,NULL,3n1ab7ap9dl735283,CA,38,27457,NULL,Black,Nissan Motor Acceptance Corporation,11950,11250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Xterra,S,SUV,Automatic,5n1an0nw5dn811686,CA,48,32822,Gray,Gray,Avis Corporation,18750,19200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,Automatic,jtdkn3du1d5577332,CA,4,57865,Silver,Gray,The Hertz Corporation,13300,14800,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,Automatic,3n1cn7ap4dl894504,CA,45,20379,Blue,Tan,Lbs Financial Credit Union,10400,10300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volvo,S80,3.2,Sedan,Automatic,yv1940as5d1172076,CA,5,2477,Black,Black,Volvo Na Company Cars/World Omni,26700,25750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Frontier,SV,Crew Cab,Automatic,1n6ad0ev2dn761759,CA,43,15240,White,Gray,Exeter Finance Corp,22000,22750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Sentra,SR,Sedan,Automatic,3n1ab7ap6dl708901,CA,36,10688,Black,Black,Nissan Motor Acceptance Corporation,12850,14500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap9dn447420,CA,37,15690,White,Black,Nissan-Infiniti Lt,15000,17000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,Boxster,S,Convertible,Automatic,wp0cb2a80ds132192,CA,42,25019,Black,Black,Porsche Financial Services,48000,49500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SR,Sedan,Automatic,3n1ab7ap5dl617389,CA,37,35011,Black,Black,Nissan Motor Acceptance Corporation,11500,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdp7aj4dm419482,CA,27,36874,Blue,Black,Avis Corporation,11050,11500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Toyota,Camry Hybrid,XLE,Sedan,Automatic,4t1bd1fk2du077300,CA,31,37028,Black,Gray,Lexus Of Valencia,17950,21000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap6dl694420,CA,36,37293,Red,Black,Merchants Automotive Group,10550,11100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Frontier,SV,Crew Cab,NULL,1n6ad0erxdn725028,CA,2,15035,Gray,Gray,Jpmorgan Chase Bank N.A.,20300,19000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,Automatic,5yfbu4eexdp143851,CA,28,50451,Blue,Gray,Onemain Rem/Coast To Coast Auto Group,10500,10500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Scion,xB,Base,Wagon,Automatic,jtlze4fe2dj042841,CA,42,16949,White,Gray,Bmw Of Riverside,13500,14500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,FJ Cruiser,Base,SUV,Automatic,jtebu4bf7dk163319,CA,42,39437,Orange,Black,Toyota Financial Services/Avis Budget Group-Open,26600,26500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,NULL,3n1cn7ap3dl888676,CA,43,30168,Silver,Black,Fleet Link Services Inc,9800,10500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,NULL,3n1cn7ap2dl861520,CA,2,19765,Black,Black,Merchants Leasing,10350,8600,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Cube,1.8 SL,Wagon,Automatic,jn8az2kr2dt304554,CA,32,24437,White,Beige,California Republic Bank,11350,12200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Tacoma,Base,Access Cab,Automatic,5tftx4cnxdx028456,CA,45,31326,NULL,Gray,Ge Fleet Services For Itself/Servicer,16950,18500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Scion,FR-S,Base,Coupe,Automatic,jf1znaa1xd2706429,CA,42,10912,Gray,Black,American Road Leasing Inc,18350,20250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Volkswagen,Jetta SportWagen,S PZEV,Wagon,Automatic,3vwpp7aj2dm636073,CA,42,38082,Blue,Gray,Avis Rac/San Leandro,11050,12000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,Automatic,5yfbu4ee1dp178956,CA,42,8649,Black,Gray,Toyota Financial Services,12950,13000,Wed Dec 17 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,Sentra,FE+ S,Sedan,Automatic,3n1ab7ap3dl639052,CA,43,11338,Gray,Black,Bank Of The West,11000,12400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Rogue,SV,SUV,Automatic,jn8as5mt1dw510445,CA,44,12194,Gray,Black,Nissan Motor Acceptance Corporation,16000,16250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,Automatic,3vwfp7at6dm653746,CA,29,39162,White,Black,Avis Corporation,11350,12100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,4Runner,Limited,SUV,Automatic,jtebu5jr2d5116361,CA,49,52002,Silver,Black,Avis Rac/San Leandro,30500,25900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Sequoia,SR5,SUV,Automatic,5tdzy5g1xds044408,CA,41,24592,Black,Gray,Toyota Financial Services,30200,34000,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,Automatic,3n1cn7ap9dl882803,CA,35,27953,Red,Black,Fleet Link Services Inc,10000,10000,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 S,Sedan,Automatic,1n4aa5ap0dc832068,CA,NULL,37803,Gray,Black,Hertz/Tra,15150,2000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Volvo,S60,T5,Sedan,Automatic,yv1612fs2d2200121,CA,42,19942,White,Beige,Volvo Car Financial Service/World Omni,15550,20000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,Automatic,jtdkn3du0d5560845,CA,35,45805,Silver,Gray,Avis Rac/San Leandro,14550,16200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Subaru,Legacy,2.5i Premium PZEV,Sedan,Automatic,4s3bmbc65d3033539,CA,1,24734,Red,Black,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,15900,9800,Wed Dec 31 2014 15:05:00 GMT-0800 (PST)
2013,Nissan,Leaf,S,Hatchback,Automatic,1n4az0cpxdc400130,CA,36,8485,Black,Black,Nissan North America Inc.,15150,15000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,NULL,3n1cn7ap8dl859609,CA,19,28786,White,Black,Jpmorgan Chase Bank N.A.,9850,7700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Quest,SL,Minivan,Automatic,jn8ae2kp6d9060236,CA,NULL,22654,Black,Gray,Alliance Motor Cars,23000,22800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,Automatic,1vwbp7a38dc067453,CA,NULL,37703,Gray,NULL,Volkswagen Of Stockton,12950,11900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Armada,SV,SUV,Automatic,5n1aa0nc3dn604196,CA,31,63459,Black,Black,The Hertz Corporation,18100,19500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,SV,SUV,NULL,jn8as5mt1dw014710,CA,43,22338,Silver,Black,Nissan North America Inc.,15050,18000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Venza,LE,Wagon,Automatic,4t3za3bb6du071712,CA,39,41829,White,Beige,Avis Rac/San Leandro,16600,17600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdp7aj1dm402803,CA,4,37508,Black,Black,Avis Corporation,10950,11600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,NULL,jn8as5mt2dw504959,CA,43,27187,Blue,Gray,Nissan Motor Acceptance Corporation,14550,15500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap5dl614072,CA,46,29277,Black,Black,Nissan-Infiniti Lt,11850,12250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,NULL,1n4al3ap7dn483400,CA,42,21896,Brown,Beige,Nissan-Infiniti Lt,14500,14500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,NULL,3vwdp7aj1dm409220,CA,1,18293,Blue,Black,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,12250,7200,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,Cube,1.8 SL,Wagon,Automatic,jn8az2kr3dt302814,CA,37,26505,Blue,Black,Wells Fargo Dealer Services,11850,12100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Tacoma,PreRunner V6,Double Cab,Automatic,3tmju4gn1dm152583,CA,5,18015,Silver,Gray,Honda Of Serramonte,24400,23700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Murano,SV,SUV,NULL,jn8az1mu1dw214242,CA,49,11284,Gray,Black,Nissan North America Inc.,20400,21500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,Cayenne,S Hybrid,SUV,Automatic,wp1ae2a21dla14185,CA,38,26999,Black,Tan,L M Auto Wholesale,58000,55000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,Automatic,3vwfp7atxdm663678,CA,41,37791,Black,Gray,Avis Rac/San Leandro,11800,11600,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap2dl726635,CA,28,45876,Silver,Black,Avis Rac/San Leandro,10400,10800,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Pathfinder,SV,SUV,Automatic,5n1ar2mm9dc631171,CA,27,44897,Black,Black,Avis Corporation,19400,19700,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap9dl684898,CA,29,39548,White,Black,Merchants Leasing,10400,10500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,Automatic,5yfbu4ee8dp080393,CA,38,35400,Gray,Gray,Remarketing By Ge/Flagship Credit Acceptance,11500,11700,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,SV,SUV,Automatic,jn8as5mt8dw001968,CA,39,32117,Red,Black,Wells Fargo Dealer Services,15800,15800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap7dl659496,CA,38,38775,Red,Black,Merchants Automotive Group,10450,10900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,S,Sedan,NULL,3n1ab7ap2dl757450,CA,32,11357,Gray,Black,Nissan Motor Acceptance Corporation,12600,11500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Yaris,L,Hatchback,Automatic,jtdktud33dd558788,CA,38,36882,Gray,Black,Toyota Financial Services/Avis Budget Group-Open,9575,9900,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,SV,SUV,Automatic,jn8as5mt9dw016463,CA,5,7794,White,Black,Nissan Motor Acceptance Corporation,16450,18250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap9dl771314,CA,42,22420,Gray,Black,Nissan Motor Acceptance Corporation,12200,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,Panamera,Base,Sedan,Automatic,wp0aa2a73dl016450,CA,39,12379,Black,Black,The Hertz Corporation,61000,59750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,Automatic,3vwfp7at7dm664450,CA,44,38019,Gray,Black,Avis Rac/San Leandro,11500,27100,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap2dn433729,CA,37,26221,NULL,Black,Nissan-Infiniti Lt,14200,15500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,Automatic,1vwbp7a33dc064976,CA,34,37724,Silver,Black,Avis Corporation,13000,13400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,NULL,1n4al3ap4dc296398,CA,44,18265,Black,Black,Nissan North America Inc.,14800,12750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,S Special Edition,Sedan,Automatic,5yfbu4ee8dp220569,CA,35,19377,Gray,Gray,Toyota Financial Services,11850,12400,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2013,Nissan,Frontier,S,King Cab,Automatic,1n6bd0ct2dn738942,CA,19,20893,White,Gray,Santander Consumer,13750,9000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Subaru,Forester,2.5X PZEV,SUV,Automatic,jf2shaac3dh434616,CA,35,60564,NULL,Gray,Wheels Exchange Llc,15200,14000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,Automatic,3vwfp7atxdm663759,CA,37,40250,Gray,Black,Avis Corporation,11300,11600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,S,Sedan,Automatic,3n1ab7ap2dl563260,CA,27,29258,White,Beige,Santander Consumer,11650,10500,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2013,Toyota,Venza,LE,Wagon,Automatic,4t3za3bb6du074111,CA,36,38288,White,Beige,Avis Rac/San Leandro,16850,17100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,S,Sedan,NULL,3n1ab7ap0dl664331,CA,33,54019,Purple,Black,Nissan Motor Acceptance Corporation,10500,9500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,CC,R-Line PZEV,Sedan,Automatic,wvwbp7an9de566450,CA,1,24369,Black,Black,Vw Credit,16350,13100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,Automatic,jtdkn3du6d1643123,CA,43,68829,White,Black,I Auto Sales Inc,13550,14600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Venza,LE,Wagon,Automatic,4t3za3bb5du071636,CA,4,38759,White,Beige,Avis Corporation,17250,17500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Highlander,Limited,SUV,Automatic,5tdyk3eh7ds099402,CA,3,39900,White,Black,Toyota Financial Services,28300,28000,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2013,Nissan,Altima,3.5 SL,Sedan,Automatic,1n4bl3ap5dn530167,CA,42,20906,White,Gray,Nissan-Infiniti Lt,16850,17750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,Automatic,3n1cn7ap7dl890253,CA,42,15343,Gray,Black,Santander Consumer,10400,11000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Avalon,Limited,Sedan,Automatic,4t1bk1eb6du056909,CA,1,34549,Silver,Black,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,23200,15500,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2013,Nissan,Altima,3.5 SL,Sedan,Automatic,1n4bl3ap2dn471000,CA,44,26165,NULL,Black,Nissan-Infiniti Lt,16650,17250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,Automatic,1vwap7a36dc079449,CA,NULL,10628,White,NULL,Volkswagen Of Stockton,12050,10600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdp7aj4dm404030,CA,38,39931,Black,Black,Avis Rac/San Leandro,11050,11700,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Subaru,Impreza,2.0i Sport Limited PZEV,Hatchback,Automatic,jf1gpau61d2835586,CA,NULL,20091,Silver,Black,Audi San Diego,19300,18500,Wed Dec 17 2014 12:45:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,NULL,3n1cn7ap2dl879936,CA,2,34561,White,Black,Hertz Damaged Liquidation,9750,6000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,Altima,3.5 SL,Sedan,Automatic,1n4bl3ap0dn463283,CA,43,16417,Silver,Black,Nissan North America Inc.,17050,16250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,Automatic,1vwbp7a35dc068561,CA,26,35303,Gray,Black,Avis Corporation,13300,13300,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE,Sedan,Automatic,1vwbh7a31dc025977,CA,1,24954,NULL,Black,Vw Credit,14250,11100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Tacoma,V6,Double Cab,Automatic,3tmmu4fn0dm052604,CA,41,39631,White,Gray,American Road Leasing Inc,25800,27000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Nissan,Xterra,S,SUV,Automatic,5n1an0nu5dn818622,CA,5,4423,White,Gray,Nissan North America Inc.,18400,18000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Subaru,Impreza WRX,STI,Sedan,Manual,jf1gv8j62dl008418,CA,35,22006,Blue,Black,Showcase Wholesale Auto Llc,31200,29000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Cube,1.8 SL,Wagon,Automatic,jn8az2kr6dt300653,CA,4,36297,Silver,Black,Jpmorgan Chase Bank N.A.,11500,12300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,Automatic,5tdkk3dc0ds344066,CA,34,63250,Burgundy,Beige,The Hertz Corporation,15900,16600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 S,Sedan,Automatic,1n4aa5apxdc839917,CA,1,1,Gray,Black,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,16950,1000,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2013,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk4du208401,CA,NULL,59291,Black,NULL,Jimmy Vasser Toyota,12550,13800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Camry,LE,Sedan,Automatic,4t4bf1fk2dr316831,CA,44,13948,Beige,Beige,Toyota Financial Services,14950,14900,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,Manual,3n1cn7apxdl889033,CA,43,18366,Gray,Black,Santander Consumer,9300,9500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,Automatic,3n1cn7ap3dl864636,CA,2,41426,Gray,Black,Hertz/Tra,9450,4000,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2013,Porsche,Panamera,Base,Sedan,Automatic,wp0aa2a76dl011405,CA,41,33876,White,Beige,High Bid Trading Co Inc,54000,58000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap1dl659882,CA,29,33219,White,Black,Jpmorgan Chase Bank N.A.,11200,10300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk5du259552,CA,38,30392,Black,Black,Jpmorgan Chase Bank N.A.,15200,15700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Scion,FR-S,Base,Coupe,Manual,jf1znaa14d1721434,CA,44,13325,Gray,Black,Toyota Financial Services,18650,18700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,FE+ SV,Sedan,Automatic,3n1ab7ap0dl726200,CA,36,36247,Black,Black,Avis Corporation,11000,11400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap6dc163500,CA,41,26640,White,Black,Nissan-Infiniti Lt,14150,15250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,TDI SE,Sedan,Automatic,1vwbn7a30dc124122,CA,32,14779,Gray,Black,Wheels Exchange Llc,20400,20200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap8dl643520,CA,39,39904,White,Black,Merchants Leasing,10350,10600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Murano,SV,SUV,Automatic,jn8az1mw6dw316475,CA,3,41841,Gray,Black,The Hertz Corporation,16900,16700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap6dl699214,CA,39,50045,Gray,Black,Jpmorgan Chase Bank N.A.,10150,10600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Murano,SV,SUV,Automatic,jn8az1mw6dw312782,CA,39,35138,White,Beige,Avis Rac/San Leandro,17600,20500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,Boxster,Base,Convertible,Automatic,wp0ca2a81ds112651,CA,37,21938,Black,Black,Remarketing By Ge/Manheim Riverside,41200,39500,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
